UNIDADE,FAIXA_ETARIA,SEXO,CURSO,DATA_MATRICULA,STATUS,ATIVO
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/11/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/11/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/11/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/11/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/11/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM ELETRÔNICA,1/11/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/11/2024,ATIVO,1
São Paulo,30+,MASCULINO ,EJA,1/11/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,EJA,1/11/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/11/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/11/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/11/2024,PRAZO REGULAMENTAR VENCIDO,1
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,DESISTENTE OU TRANCADO,0
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
Minas Gerais,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
Minas Gerais,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,EJA,1/12/2024,ATIVO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,DESISTENTE OU TRANCADO,0
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
Minas Gerais,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/12/2024,DESISTENTE OU TRANCADO,0
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ENFERMAGEM,1/12/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,18-29,MASCULINO ,EJA,1/12/2024,TRANSFERIDO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM ENFERMAGEM,1/12/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/12/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,EJA,1/12/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ENFERMAGEM,1/12/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/12/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/12/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ENFERMAGEM,1/12/2024,CURSO SEM CERTIFICACAO (CONCLUIDO),0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/12/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/12/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/12/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/12/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/12/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM ELETRÔNICA,1/13/2024,SALDADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/13/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/13/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/13/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/13/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/14/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM CONTABILIDADE,1/14/2024,DESISTENTE OU TRANCADO,0
Minas Gerais,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/15/2024,ATIVO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM ELETRÔNICA,1/15/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,FORMADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/15/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/15/2024,FORMADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/15/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,EJA,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,EJA,1/15/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,EJA,1/15/2024,JUBILADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/15/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,TRANSFERIDO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/15/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/15/2024,SALDADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
Minas Gerais,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/16/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM ADMINISTRAÇÃO,1/16/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/16/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/16/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/16/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM MECATRÔNICA,1/16/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,EJA,1/16/2024,JUBILADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,FORMADO,1
São Paulo,30+,MASCULINO ,EJA,1/16/2024,TRANSFERIDO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/16/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/16/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/16/2024,ATIVO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/16/2024,FORMADO,1
São Paulo,30+,FEMININO  ,EJA,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/16/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/16/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/16/2024,PRAZO REGULAMENTAR VENCIDO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,14-17,FEMININO  ,EJA,1/17/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/17/2024,ATIVO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/17/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,EJA,1/17/2024,TRANSFERIDO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,FORMADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/17/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,SALDADO,1
São Paulo,30+,FEMININO  ,EJA,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM ELETROTÉCNICA,1/17/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/17/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/17/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM AUTOMAÇÃO INDUSTRIAL,1/17/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM LOGÍSTICA,1/17/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/17/2024,SALDADO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/18/2024,SALDADO,1
Paraná,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,FORMADO,1
Paraná,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,FORMADO,1
São Paulo,30+,FEMININO  ,EJA,1/18/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/18/2024,FORMADO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM ELETRÔNICA,1/18/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/18/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/18/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/18/2024,SALDADO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM ADMINISTRAÇÃO,1/18/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/18/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/18/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETROTÉCNICA,1/18/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM SECRETARIA ESCOLAR,1/18/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,PRAZO REGULAMENTAR VENCIDO,1
Paraná,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,FORMADO,1
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,FORMADO,1
São Paulo,30+,MASCULINO ,EJA,1/19/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/19/2024,DESISTENTE OU TRANCADO,0
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,SALDADO,1
São Paulo,30+,MASCULINO ,EJA,1/19/2024,TRANSFERIDO,0
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,ATIVO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/19/2024,SALDADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM ELETRÔNICA,1/19/2024,DESISTENTE OU TRANCADO,0
Paraná,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/20/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM SEGURANÇA DO TRABALHO,1/20/2024,SALDADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM SECRETARIA ESCOLAR,1/20/2024,FORMADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/20/2024,DESISTENTE OU TRANCADO,0
São Paulo,30+,FEMININO  ,TÉCNICO EM LOGÍSTICA,1/20/2024,SALDADO,1
São Paulo,30+,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/20/2024,FORMADO,1
São Paulo,18-29,FEMININO  ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/20/2024,SALDADO,1
São Paulo,30+,MASCULINO ,EJA,1/20/2024,PRAZO REGULAMENTAR VENCIDO,1
São Paulo,18-29,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/20/2024,FORMADO,1
São Paulo,30+,MASCULINO ,TÉCNICO EM TRANSAÇÕES IMOBILIÁRIAS,1/20/2024,FORMADO,1
